Nombre del Producto,Identificador (No Cambiar),Es un Servicio,Se Vende,Descripción,Categoría,Marca,Unidad de Venta,Código de Barras,SKU,Variantes de Tamaño,Variantes de Color,Variantes de Material,Variantes de Estilo,Usa Lotes,Lote,Fabricación del Lote,Caducidad del Lote,Utiliza Stock,Stock Total ,Stock Mínimo ,Stock Apartado ,Ubicación ,Precio Público,Precio PERSONAL,Precio DESCUENTO PROMOCION,Costo,Impuestos,IVA,IEPS,Clave SAT,Receta Médica,Catálogo en Línea
LEVOCETIRIZINA 5MG TABLETA ,levocetirizina-tab-5mg,No,Si,KOMZIMBA,MEDICAMENTO,SERRAL,Unidad,7501258214469,,,,,,Si,250673,,01/04/2027,Si,4.00,,0.00,,$ 160.00,$ 69.00,,$ 68.89,No,,,,No,Si
LEVOCETIRIZINA  5MG TABLETA ,levocetirizina-5mg-tableta,No,Si,,MEDICAMENTO,VITAE,Unidad,7501478316226,,,,,,Si,T2506189,,01/06/2027,Si,0.00,,0.00,,$ 160.00,$ 41.00,,$ 40.39,No,,,,No,Si
LEVOCETIRIZINA 0.5MG/ML SOLUCION,levocetirizina-05mgml-solucion,No,Si,,MEDICAMENTO,VITAE,Unidad,7501478317421,,,,,,Si,T2510338,,01/10/2027,Si,9.00,,0.00,,$ 155.00,$ 66.00,,$ 65.03,No,,,,No,Si
LEVOCETIRIZINA 0.5 MG/ML SOLUCION,levocetirizina-sol-05-mgml,No,Si,,MEDICAMENTO,VITAE,Unidad,7501478316073,,,,,,Si,T2507209,,01/07/2027,Si,0.00,,0.00,,$ 155.00,$ 67.00,,$ 66.39,No,,,,No,Si
LA FEMME CAPSULA ,la-famme,No,Si,PROGELA,MEDICAMENTO,PROGELA,Unidad,7503008344716,,,,,,Si,T0403,,01/05/2027,Si,2.00,,0.00,,$ 195.00,$ 90.00,,$ 89.69,No,,,,No,Si
LACTULOSA JARABE 10g/15mL,lactulosa-jarabe-10g15ml,No,Si,,MEDICAMENTO,,Unidad,7502223112261,,,,,,Si,,,,Si,0.00,,,,$ 126.00,$ 55.00,,$ 54.69,No,,,,No,Si
LACTULOSA 66.7G/100ML JARABE,lactulosa-66-7g-100ml-jarabe,No,Si,SUANCA,MEDICAMENTO,,Unidad,7503028771578,,,,,,Si,,,,Si,0.00,,,,$ 126.00,$ 37.00,,$ 36.24,No,,,,No,Si
LACTULOSA 10G/15ML JARABE,lactulosa-10g-15ml-jarabe,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009745584,,,,,,Si,255812,,01/10/2027,Si,4.00,,0.00,,$ 126.00,$ 64.00,,$ 63.63,No,,,,No,Si
LACTIV 1G POLVO,lactiv-1g-polvo,No,Si,NATUREX,MEDICAMENTO,NATUREX,Unidad,7502259890973,,,,,,Si,252135,,01/04/2027,Si,3.00,,0.00,,$ 125.00,$ 44.00,,$ 43.37,No,,,,No,Si
KETOROLACO/ TRAMADOL 10MG/25MG TABLETA SUBLINGUAL(10),ketorolaco-tramadol-10mg-25mg-capsula,No,Si,RAAM,MEDICAMENTO,RAAM,Unidad,7506313800236,,,,,,Si,RTM009,,01/12/2026,Si,2.00,,0.00,,$ 98.00,$ 34.00,,$ 33.69,No,,,,No,Si
KETOROLACO/TRAMADOL 10 MG-25 MG/1 ML SOLUCION INYECTABLE C/U,ketorolaco-tramadol-10-mg-25-mg-1-ml-solucion-inyectable-c-u,No,Si,AMSA (3),MEDICAMENTO,,Unidad,28,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 47.00,,$ 46.60,No,,,,No,Si
KETOROLACO 30MG TABLETA SUBLINGUAL (6),ketorolaco-30mg-tableta-sublingual-6,No,Si,,MEDICAMENTO,ULTRA,Unidad,7502216808119,,,,,,Si,5CM312A,,01/03/2027,Si,0.00,,0.00,,$ 95.00,$ 11.00,,$ 10.39,No,,,,No,Si
KETOROLACO 30MG TABLETA SUBLINGUAL (4),ketorolaco-30mg-tableta_2,No,Si,,MEDICAMENTO,MAVI,Unidad,785120754759,,,,,,Si,5F1024,,01/06/2027,Si,0.00,,0.00,,$ 75.00,$ 12.00,,$ 11.49,No,,,,No,Si
KETOROLACO 30 MG TABLETA SUBLINGUAL (4),ketorolaco-30-mg-sunlingual,No,Si,RALUCSUM,MEDICAMENTO,ULTRA,Unidad,7502216808188,,,,,,Si,5JN116B,,01/09/2027,Si,4.00,,0.00,,$ 75.00,$ 14.00,,$ 13.19,No,,,,No,Si
KETOROLACO 30MG/ML SOLUCION INYECTABLE C/U,ketorolaco-30mg-ml-solucion-inyectable-c-u,No,Si,VITALIS,MEDICAMENTO,AMSA,Unidad,,,,,,,No,,,,Si,9.00,0.00,,,$ 55.00,$ 4.00,,$ 3.89,No,,,,No,Si
KETOROLACO 10 MG TABLETA(10),ketorolaco-tab-10-mg,No,Si,MAVI,MEDICAMENTO,MAVI,Unidad,785120754766,,,,,,Si,4A0057,,01/01/2027,Si,0.00,,0.00,,$ 55.00,$ 10.00,,$ 9.49,No,,,,No,Si
KETOPROFENO 100MG TABLETA,ketoprofeno-100mg-tableta,No,Si,SON'S,MEDICAMENTO,SON´S,Unidad,7502001165151,,,,,,Si,25051288,,01/05/2027,Si,7.00,,0.00,,$ 118.00,$ 42.00,,$ 41.50,No,,,,No,Si
KETOPROFENO 100MG CAPSULA ,ketoprofeno,No,Si,AMSA,MEDICAMENTO,AMSA,Unidad,7501349020979,,,,,,Si,U25M374,,01/03/2027,Si,0.00,,0.00,,$ 118.00,$ 36.00,,$ 35.99,No,,,,No,Si
KETOCONAZOL 2 GR CREMA (30G),ketoconazol-20g-crema,No,Si,NOVAG,MEDICAMENTO,NOVAG,Unidad,7501075713190,,,,,,Si,350124,,01/02/2026,Si,0.00,,0.00,,$ 78.00,$ 14.00,,$ 13.96,No,,,,No,Si
KETOCONAZOL 2G CREMA(30G),ketoconazol-2g-crema30g,No,Si,,MEDICAMENTO,SON´S,Unidad,7502001164017,,,,,,Si,24020645,,01/02/2026,Si,0.00,,0.00,,$ 78.00,$ 20.00,,$ 20.00,Si,16%,No aplica,,No,Si
KETOCONAZOL 2G CREMA,ketoconazol-2g-crema,No,Si,BIOMEV,MEDICAMENTO,BIOMEP,Unidad,7501573902928,,,,,,Si,CI2512,,01/09/2027,Si,1.00,,0.00,,$ 78.00,$ 14.00,,$ 13.39,No,,,,No,Si
KETOCONAZOL 2G/100ML SUSPENSION,ketoconazol-2g-100ml-suspension,No,Si,LIFERPAL- (SHAMPOO),MEDICAMENTO,LIFERPAL MD,Unidad,7501836000927,,,,,,Si,25G080,,01/08/2027,Si,1.00,,0.00,,$ 140.00,$ 46.00,,$ 45.69,No,,,,No,Si
KETOCONAZOL 200 mg TABLETAS,ketoconazol-200-mg-tabletas,No,Si,NOVAG,MEDICAMENTO,,Unidad,7501075717150,,,,,,Si,,,,Si,0.00,,,,$ 75.00,$ 13.00,,$ 12.89,No,,,,No,Si
KETOCONAZOL 200MG TABLETA (10),ketoconazol-200mg-tableta,No,Si,BIOMEP,MEDICAMENTO,BIOMEP,Unidad,7501573900528,,,,,,Si,SE2534,,01/05/2027,Si,3.00,,0.00,,$ 75.00,$ 11.00,,$ 10.49,No,,,,No,Si
JERINGA 3ML/5ML C/U,jeringa-3ml-5ml-c-u,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,9.00,0.00,,,$ 8.00,$ 2.00,,$ 2.00,No,,,,No,Si
JERINGA 20ML,jeringa-20ml,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,0.00,,,,$ 15.00,,,$ 9.00,Si,16%,No aplica,,No,Si
JERINGA 10ML C/U,jeringa-10ml-c-u,No,Si,,MATERIAL DE CURACION,,Unidad,107,,,,,,No,,,,Si,1.00,2.00,,,$ 10.00,$ 2.00,,$ 2.00,No,,,,No,Si
JALEA REAL/ ACIDO GLUTAMICO/ VITAMINA JARABE,jalea-real-acido-glutamico-vitamina-jarabe,No,Si,AF OPERADORA DE NEGOCIOS- (ACTIKROLL),MEDICAMENTO,SALUD NATURAL,Unidad,714908101065,,,,,,Si,24540877,,01/01/2027,Si,1.00,,0.00,,$ 170.00,$ 67.00,,$ 66.92,No,,,,No,Si
IVERMECTINA 6MG TABLETA(4),ivermectina-6mg-tableta-4,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009747366,,,,,,Si,251914,,01/04/2027,Si,0.00,,0.00,,$ 180.00,$ 67.00,,$ 66.59,No,,,,No,Si
IVERMECTINA 6MG TABLETA (2),ivermectina-6mg-tableta-2,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009747359,,,,,,Si,251920,,01/04/2027,Si,3.00,,0.00,,$ 98.00,$ 32.00,,$ 31.49,No,,,,No,Si
ITRACONAZOL/ SECNIDAZOL 33.3MG/166.6MG CAPSULA,itraconazol-secnidazol-333mg1666mg-capsula,No,Si,,MEDICAMENTO,WERMAR,Unidad,7503003738671,,,,,,Si,250449,,01/04/2027,Si,1.00,,0.00,,$ 285.00,$ 116.00,,$ 115.19,No,,,,No,Si
ITRACONAZOL 100MG CAPSULA (15),itraconazol-100mg-capsula_2,No,Si,"BIOMEP
",MEDICAMENTO,BIOMEP,Unidad,7501573920182,,,,,,Si,SG2522,,01/07/2027,Si,2.00,,0.00,,$ 105.00,$ 38.00,,$ 37.99,No,,,,No,Si
ITRACONAZOL 100 MG CAPSULA(15),itraconazol-caps-100-mg-15,No,Si,NOVAG,MEDICAMENTO,,Unidad,7501075717174,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 44.00,,$ 43.29,No,,,,No,Si
ITRACONAZOL 100MG CAPSULA,itraconazol-100mg-capsula,No,Si,AVIVIA,MEDICAMENTO,,Unidad,7502216804876,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 46.00,,$ 37.16,No,,,,No,Si
INDOMETACIONA 100 MG SUPOSITORIOS,indometaciona-100-mg-supositorios,No,Si,RUSSEK,MEDICAMENTO,,Unidad,7502211788423,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 41.00,,$ 40.42,No,,,,No,Si
IBUPROFENO/ CAFEINA 400MG/100MG CAPSULA,ibuprofeno-cafeina-400mg100mg-capsula,No,Si,,MEDICAMENTO,GELPHARMA,Unidad,7502227427309,,,,,,Si,251143,,01/06/2027,Si,2.00,,0.00,,$ 98.00,$ 33.00,,$ 32.09,No,,,,No,Si
IBUPROFENO 800MG TABLETA,ibuprofeno-800mg-tableta,No,Si,BRULUAGSA,MEDICAMENTO,BRULUAGSA,Unidad,7502208894496,,,,,,Si,5030470,,17/04/2027,Si,0.00,,0.00,,$ 85.00,$ 21.00,,$ 20.59,No,,,,No,Si
IBUPROFENO 800MG TABLETA,ibuprofeno-800mg-tableta_2,No,Si,,MEDICAMENTO,COLLIN´S,Unidad,780083148805,,,,,,Si,25143031,,01/11/2027,Si,2.00,,0.00,,$ 85.00,$ 22.00,,$ 21.79,No,,,,No,Si
IBUPROFENO 600MG TABLETA ,ibuprofeno-600mg-tableta_3,No,Si,,MEDICAMENTO,COLLIN´S,Unidad,780083148843,,,,,,Si,25141306,,01/06/2027,Si,0.00,,0.00,,$ 80.00,$ 18.00,,$ 17.99,No,,,,No,Si
IBUPROFENO 600MG TABLETA,ibuprofeno-600mg-tableta,No,Si,BRULUAGSA,MEDICAMENTO,BRULUART,Unidad,7502208894540,,,,,,Si,5060829,,09/06/2027,Si,0.00,,0.00,,$ 80.00,$ 18.00,,$ 17.59,No,,,,No,Si
IBUPROFENO 600MG CAPSULA,ibuprofeno-600mg-capsula,No,Si,,MEDICAMENTO,PROGELA,Unidad,7503027446279,,,,,,Si,T0996,,01/10/2027,Si,4.00,,0.00,,$ 80.00,$ 23.00,,$ 22.39,No,,,,No,Si
IBUPROFENO 40MG/1ML SUSPENSION (PEDIATRICO),ibuprofeno-40mg-1ml-suspension,No,Si,QUIMPHARMA,MEDICAMENTO,QUIMPHARMA,Unidad,7502223112384,,,,,,Si,25IV05,,01/09/2027,Si,0.00,,0.00,,$ 98.00,$ 39.00,,$ 38.29,No,,,,No,Si
IBUPROFENO 400MG TABLETA,ibuprofeno-400mg-tableta_2,No,Si,BRULUAGSA,MEDICAMENTO,BRULUART,Unidad,7502208894489,,,,,,Si,4101470,,30/11/2026,Si,0.00,,0.00,,$ 75.00,$ 14.00,,$ 13.89,No,,,,No,Si
IBUPROFENO 400MG CAPSULA,ibuorofeno-400mg-capsula,No,Si,,PROGELA,PROGELA,Unidad,7503008344785,,,,,,Si,T0523,,01/08/2027,Si,3.00,,0.00,,$ 75.00,$ 15.00,,$ 14.69,No,,,,No,Si
IBUPROFENO 2GR/100 ML SUSPENSION,ibuprofeno-2gr-100-ml-suspension,No,Si,RUSSEK,MEDICAMENTO,LOEFFLER,Unidad,7502211780359,,,,,,Si,R2508057,,01/08/2027,Si,0.00,,0.00,,$ 95.00,$ 22.00,,$ 21.89,No,,,,No,Si
IBUPROFENO 2GR/100 ML SUSPENSION,ibuprofeno-2gr-100-ml-suspension,No,Si,RUSSEK,MEDICAMENTO,LOEFFLER,Unidad,7502211780359,,,,,,Si,R2509216,,01/09/2027,Si,2.00,,0.00,,$ 95.00,$ 22.00,,$ 21.89,No,,,,No,Si
IBUPROFENO 2G/100ML SUSPENSION (INFANTIL),ibuprofeno-2g-100ml-suspension,No,Si,MAVER,MEDICAMENTO,,Unidad,7502009745430,,,,,,Si,,,,Si,0.00,,,,$ 95.00,$ 29.00,,$ 28.52,No,,,,No,Si
IBUPROFENO 2g/100ml SUSPENCION,ibuprofeno-2g100ml,No,Si,COLLINS,MEDICAMENTO,COLLIN´S,Unidad,780083141929,,,,,,Si,,,,Si,0.00,,,,$ 95.00,$ 26.00,,$ 25.69,No,,,,No,Si
HIPROMELOSA 0.5% GOTAS OFTALMICAS,hipromelosa-0-5-gotas-oftalmicas,No,Si,AMSA,MEDICAMENTO,AMSA,Unidad,7501349028654,,,,,,Si,G25S028,,01/09/2027,Si,2.00,,0.00,,$ 85.00,$ 26.00,,$ 25.89,No,,,,No,Si
HIOSCINA/ PARACETAMOL 2MG-100MG/ML SOLUCION ,hioscina-paracetamol-2mg-100mg-ml-solucion,No,Si,LIFFERPAL,MEDICAMENTO,,Unidad,7501836009807,,,,,,Si,,,,Si,0.00,,,,$ 98.00,$ 40.00,,$ 40.00,No,,,,No,Si
HIOSCINA-PARACETAMOL 2MG/100MG/ML SOLUCION ,precicol,No,Si,PRECICOL,MEDICAMENTO,LIFERPAL MD,Unidad,7501836003621,,,,,,Si,25G013,,01/07/2027,Si,3.00,,0.00,,$ 98.00,$ 41.00,,$ 40.79,No,,,,No,Si
HIOSCINA/ PARACETAMOL 10MG/500MG TABLETA,hioscina-paracetamol-10mg-500mg-tableta,No,Si,LIFERPAL,MEDICAMENTO,,Unidad,7501836009746,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 67.00,,$ 66.05,No,,,,No,Si
HIOSCINA-PARACETAMOL 10mg/500mg TABLETA,hioscina-paracetamol-10mg500mg-tableta,No,Si,COLLINS,MEDICAMENTO,COLLIN´S,Unidad,780083149895,,,,,,Si,25140873,,01/04/2027,Si,2.00,,0.00,,$ 100.00,$ 49.00,,$ 48.39,No,,,,No,Si
HIOSCINA/IBUPROFENO 20MG/400MG TABLETA,hioscinaibuprofeno-20mg400mg-tableta,No,Si,,MEDICAMENTO,LIFERPAL MD,Unidad,7501836010087,,,,,,Si,25G170,,01/08/2027,Si,1.00,,0.00,,$ 165.00,$ 45.00,,$ 44.69,No,,,,No,Si
HIOSCINA/ IBUPROFENO 20MG/400MG TABLETA,hioscina-ibuprofeno-20mg-400mg-tableta,No,Si,PROTEIN,MEDICAMENTO,PROTEIN,Unidad,7501277091034,,,,,,Si,0316C25,,01/04/2027,Si,0.00,,0.00,,$ 165.00,$ 84.00,,$ 83.09,No,,,,No,Si
HIOSCINA 20MG/1ML SOLUCION INYECTABLE C/U,hioscina-20mg-1ml-solucion-inyectable-c-u,No,Si,,MEDICAMENTO,AMSA,Unidad,,,,,,,No,,,,Si,8.00,0.00,,,$ 55.00,$ 12.00,,$ 11.99,No,,,,No,Si
HIERRO SOLUCION INYECTABLE C/U,hierro-solucion-inyectable-c-u,No,Si,,MEDICAMENTO,,Unidad,,,,,,,No,,,,Si,2.00,0.00,,,$ 75.00,$ 23.00,,$ 22.43,No,,,,No,Si
HIERRO DEXTRAN 100MG/2ML SOLUCION INYECTABLE,hierro-dextran-100mg-2ml-inyectable,No,Si,AMSA- (3 AMPOLLETAS),MEDICAMENTO,AMSA,Unidad,7501349020412,,,,,,Si,B25U407,,01/07/2027,Si,2.00,,0.00,,$ 188.00,$ 72.00,,$ 71.19,No,,,,No,Si
"HIDROXIDO DE ALUMINIO, HIDROXIDO DE MAGNESIO,DIMETICONA  SUSPENCION",hidroxido-de-aluminio-hidroxido-de-magneciodimeticona-suspencion,No,Si,O,MEDICAMENTO,COLLIN´S,Unidad,780083140595,,,,,,Si,25141321,,01/05/2027,Si,2.00,,0.00,,$ 98.00,$ 36.00,,$ 35.89,No,,,,No,Si
HIDROXIDO ALUMINIO/ MAGNESIO 37.0G/4.0 G SUSPENSION ,hidroxido-aluminio-magnesio-37-0g-4-0-g-suspension,No,Si,NOVAG,MEDICAMENTO,,Unidad,7501075710113,,,,,,Si,,,,Si,0.00,,,,$ 85.00,$ 22.00,,$ 21.59,No,,,,No,Si
HIDROCORTISONA-CLORANFENICOL-BENZOCAINA 10mg/25mg/20mg SOLUCION(GOTAS),hidrocortizona-cloranfenicol-benzocaina-10mg25mg20mg-soldrin-otico,No,Si,AMSA,MEDICAMENTO,AMSA,Unidad,7501349029095,,,,,,Si,,,,Si,0.00,,,,$ 70.00,$ 28.00,,$ 27.69,No,,,,No,Si
HIDROCORTISONA 500MG/ML SOLUCION INYECTABLE,hidrocortisona-500mg-ml-solucion-inyectable,No,Si,CRYOPHRAMA,MEDICAMENTO,,Unidad,7501476018351,,,,,,Si,,,,Si,0.00,,,,$ 130.00,$ 52.00,,$ 51.09,No,,,,No,Si
HIDROCORTISONA 500MG/5ML SOLUCION INYECTABLE,hidrocortisona-500mg-5ml-solucion-inyectable,No,Si,DANKEL MEDICAL,MEDICAMENTO,,Unidad,7502256040029,,,,,,Si,F24352,,01/07/2026,Si,2.00,,0.00,,$ 130.00,$ 44.00,,$ 43.49,No,,,,No,Si
HIDROCORTISONA 500MG/4ML SOLUCION INYECTABLE,hidrocortisna-500mg4ml-solucion-inyectable,No,Si,,MEDICAMENTO,BRULUART,Unidad,7501537102272,,,,,,Si,4040385,,01/04/2026,Si,1.00,,0.00,,$ 130.00,$ 44.00,,$ 44.00,Si,16%,No aplica,,No,Si
HIDROCORTISONA 2.5% CREMA,hidrocortisona-01g100g-crema,No,Si,,MEDICAMENTO,COLLIN´S,Unidad,780083142544,,,,,,Si,25141921,,01/07/2027,Si,0.00,,0.00,,$ 140.00,$ 68.00,,$ 67.89,No,,,,No,Si
HIDROCORTISONA 1% CREMA ,hidrocortisona-1-crema,No,Si,COLLINS,MEDICAMENTO,COLLIN´S,Unidad,780083142537,,,,,,Si,25341382,,01/09/2027,Si,2.00,,0.00,,$ 140.00,$ 36.00,,$ 35.89,No,,,,No,Si
HIDROCLOROTIAZIDA TAB 25 MG (20),hidroclorotiazida-tab-25-mg-20,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009746383,,,,,,Si,251009,,01/03/2027,Si,2.00,,0.00,,$ 75.00,$ 10.00,,$ 9.49,No,,,,No,Si
HIDROCLOROTIAZIDA 25MG TABLETA,hidroclorotiazida-25mg-tableta,No,Si,AVIVIA,MEDICAMENTO,AVIVIA,Unidad,7502216804845,,,,,,Si,,,,Si,0.00,,,,$ 75.00,$ 7.00,,$ 6.95,No,,,,No,Si
HIDROCLOROTIAZIDA 25MG TABLETA,hidroclorotiazida-25mg-tableta_2,No,Si,ULTRA,MEDICAMENTO,,Unidad,7502216794993,,,,,,Si,,,,Si,0.00,,,,$ 75.00,$ 11.00,,$ 10.60,No,,,,No,Si
GUIAFENESINA-OXOLAMINA 2G/1G/100ML JARABE ,guiafenesina-oxolamina-2g1g100ml,No,Si,QUIMPHARMA,MEDICAMENTO,QUIMPHARMA,Unidad,7502223112193,,,,,,Si,25DP26,,01/04/2027,Si,0.00,,0.00,,$ 115.00,$ 49.00,,$ 48.49,No,,,,No,Si
GUAIFENESINA/OXOLAMINA 2G/1G/100ML JARABE,guafenesinaoxolamina-2g1g100ml-jarabe,No,Si,,MEDICAMENTO,BIOMEP,Unidad,7501573904335,,,,,,Si,LI2505,,01/09/2027,Si,0.00,,0.00,,$ 115.00,$ 31.00,,$ 30.50,No,,,,No,Si
GUAIFENESINA/ OXOLAMINA 0.1G-0.05G/5ML JARABE,guaifenesina-oxolamina-0-1g-0-05g-5ml-jarabe,No,Si,ARLEX,MEDICAMENTO,,Unidad,7501672690948,,,,,,Si,,,,Si,0.00,,,,$ 115.00,$ 30.00,,$ 29.39,No,,,,No,Si
GLUTAMAX GOLD,glutamax-gold,No,Si,BIOFARMA NATURAL,MEDICAMENTO,,Unidad,7501590281778,,,,,,Si,24DE10350,,01/01/2027,Si,1.00,,0.00,,$ 140.00,$ 67.00,,$ 66.80,No,,,,No,Si
GLUCOSAMINA/ CONDROITINA/ ACIDO ASCORBICO COMPRIMIDOS ,glucosamina-condroitina-acido-ascorbico-comprimidos,No,Si,BIOFARMA NATURAL- (FLEXTRIN),MEDICAMENTO,BIOFARMA,Unidad,7501590211201,,,,,,Si,25NO6318,,01/11/2027,Si,2.00,,0.00,,$ 165.00,$ 71.00,,$ 69.69,No,,,,No,Si
GLIMEPIRIDA 4MG TABLETA,glimepirida-4-mg-tabletas,No,Si,LEFFLER,MEDICAMENTO,LOEFFLER,Unidad,7502211784036,,,,,,Si,R2506781,,01/06/2027,Si,1.00,,0.00,,$ 185.00,$ 30.00,,$ 29.99,No,,,,No,Si
GLIMEPIRIDA 4MG TABLETA,glimepirida-4-mg-tabletas,No,Si,LEFFLER,MEDICAMENTO,LOEFFLER,Unidad,7502211784036,,,,,,Si,R2506782,,01/06/2027,Si,1.00,,0.00,,$ 185.00,$ 30.00,,$ 29.99,No,,,,No,Si
GLICERINA SUPOSITORIO (INFANTIL),glicerina-supositorio,No,Si,SENOSIANI,MEDICAMENTO,,Unidad,7501314704187,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 44.00,,$ 43.59,No,,,,No,Si
GLIBENCLAMIDA 5mg TABLETAS,glibenclamida-5mg-tabletas,No,Si,BIORESEARCH,MEDICAMENTO,,Unidad,7501563381122,,,,,,Si,,,,Si,0.00,,,,$ 75.00,$ 9.00,,$ 8.29,No,,,,No,Si
GLIBENCLAMIDA 5MG TABLETA (50),glibenclamida-5mg-tableta,No,Si,NOVAG,MEDICAMENTO,NOVAG,Unidad,7501075714739,,,,,,Si,710064,,01/08/2027,Si,2.00,,0.00,,$ 75.00,$ 9.00,,$ 8.79,No,,,,No,Si
GINKGO BILOBA 40MG CAPSULA,ginkgo-biloba-40mg-capsula,No,Si,AF OPERADORA DE NEGOCIOS,MEDICAMENTO,,Unidad,714908106251,,,,,,Si,,,,Si,0.00,,,,$ 125.00,$ 61.00,,$ 60.89,No,,,,No,Si
GENTAMICINA 160MG/2ML SOLUCION INYECTABLE,gentamicina-160mg-2ml-solucion-inyectable,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349026094,,,,,,Si,B24N409,,01/11/2026,Si,0.00,,0.00,,$ 175.00,$ 55.00,,$ 54.09,No,,,,Si,Si
GENTAMICINA 160MG/2ML SOLUCION INYECTABLE,gentamicina-160mg2ml-solucion-inyectable,No,Si,,ANTIBIOTICO,SON´S,Unidad,7502001161368,,,,,,Si,25071822,,01/07/2028,Si,0.00,,0.00,,$ 175.00,$ 54.00,,$ 53.79,No,,,,Si,Si
GEMFIBROZILO 600MG TABLETA,gemfibrozilo-600mg-tableta,No,Si,RAYERE,MEDICAMENTO,RAYERE,Unidad,7502003386547,,,,,,Si,25131,,20/01/2027,Si,2.00,,0.00,,$ 165.00,$ 78.00,,$ 77.29,No,,,,No,Si
GASA (10),gasa-10,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,0.00,0.00,,,$ 45.00,$ 14.00,,$ 13.21,No,,,,No,Si
FUROSEMIDA 40MG TABLETA,furosemida-40mg-tableta,No,Si,BIORESEARCH,MEDICAMENTO,BIORESEARCH,Unidad,7501563380187,,,,,,Si,19470,,01/12/2026,Si,1.00,,0.00,,$ 85.00,$ 10.00,,$ 9.70,No,,,,No,Si
FUROSEMIDA 40 MG TABLETA ,floresemida-40-mg-tableta,No,Si,,MEDICAMENTO,BIOMEP,Unidad,7501573900375,,,,,,Si,SF2531,,01/06/2027,Si,1.00,,0.00,,$ 85.00,$ 10.00,,$ 9.19,No,,,,No,Si
FUMARATO FERROSO 200MG TABLETA,fumarato-ferroso-200mg-tableta,No,Si,BIORESEARCH,MEDICAMENTO,BIORESEARCH,Unidad,7501563380163,,,,,,Si,19874,,01/03/2027,Si,0.00,,0.00,,$ 85.00,$ 15.00,,$ 14.09,No,,,,No,Si
FUMARATO FERROSO 200MG TABLETA,fumarato-ferroso-200mg-tableta_2,No,Si,,MEDICAMENTO,BIORESEARCH,Unidad,7501563310337,,,,,,Si,24856,,01/09/2027,Si,1.00,,0.00,,$ 85.00,$ 13.00,,$ 12.89,No,,,,No,Si
FRASCO RECOLECTOR 24 HRS,fco-recolector-24-hrs,No,Si,,MATERIAL DE CURACION,,Pieza,653341529602,,,,,,No,,,,Si,0.00,0.00,,,$ 120.00,$ 120.00,,$ 120.00,Si,16%,No aplica,,No,Si
FLUCONAZOL 150MG CAPSULA(3),fluconazol-150mg-capsula-3,No,Si,RAYERE,MEDICAMENTO,,Unidad,7502003389135,,,,,,Si,,,,Si,0.00,,,,$ 125.00,$ 59.00,,$ 58.14,No,,,,No,Si
FLUCONAZOL 150MG CAPSULA (1),fluconazol-150mg-capsula-1,No,Si,AMSA,MEDICAMENTO,AMSA,Unidad,7501349012943,,,,,,Si,U25G439,,01/08/2027,Si,2.00,,0.00,,$ 105.00,$ 14.00,,$ 13.79,No,,,,No,Si
FLUCONAZOL 150MG CAPSULA,fluconazol-150mg-capsula,No,Si,RAAM,MEDICAMENTO,RAAM,Unidad,7502227875575,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 13.00,,$ 12.69,No,,,,No,Si
FLOROGLUCINOL/ TRIMETILFLOROGLUCINOL 80MG/80MG CAPSULA,floroglucinol-trimetilfloroglucinol-80mg-80mg-capsula,No,Si,TECNOFARMA,MEDICAMENTO,TECNOFARMA,Unidad,7501471800210,,,,,,Si,431683,,01/03/2027,Si,2.00,,0.00,,$ 280.00,$ 142.00,,$ 141.09,No,,,,No,Si
FLOROGLUCINOL/ TRIMETILFLOROGLUCINOL 80MG/ 80MG CAPSULA,floroglucinol-trimetilfloroglucinol-80mg-80mg,No,Si,TECNOFARMA,MEDICAMENTO,,Unidad,7501188801227,,,,,,Si,,,,Si,0.00,,,,$ 280.00,$ 243.00,,$ 242.69,No,,,,No,Si
FINASTERIDA 5MG TABLETA,finasterida-5mg-tableta,No,Si,FARMABIOT,MEDICAMENTO,,Unidad,7506335700019,,,,,,Si,,,,Si,0.00,,,,$ 180.00,$ 48.79,,$ 48.79,No,,,,No,Si
FINASTERIDA 5 MG TABLETA,finasterida-5-mg-tableta,No,Si,NOVAG ,MEDICAMENTO,NOVAG,Unidad,7501075718157,,,,,,Si,580175,,01/07/2027,Si,2.00,,0.00,,$ 180.00,$ 59.00,,$ 58.89,No,,,,No,Si
